1,44.00
1,40.00
2,44.00
3,46.00
4,46.00
5,56.00
6,52.00
7,56.00
8,38.00
9,40.00
10,58.00
11,60.00
12,38.00
13,52.00
14,36.00
15,58.00
16,60.00
17,64.00
18,52.00
19,46.00
20,56.00
21,42.00
22,62.00
23,56.00
24,38.00
25,50.00
26,40.00
27,64.00
28,56.00
29,36.00
30,42.00
31,54.00
32,68.00
33,46.00
34,64.00
35,46.00
36,44.00
37,52.00
38,36.00
39,46.00
40,52.00
41,50.00
42,52.00
43,58.00
44,42.00
45,54.00
46,54.00
47,46.00
48,54.00
49,48.00
50,48.00
51,54.00
52,56.00
53,54.00
54,54.00
55,52.00
56,46.00
57,58.00
58,50.00
59,46.00
60,40.00
61,60.00
62,56.00
63,48.00
64,48.00
65,60.00
66,56.00
67,58.00
68,64.00
69,40.00
70,58.00
71,44.00
72,52.00
73,52.00
74,52.00
75,42.00
76,38.00
77,50.00
78,58.00
79,56.00
80,48.00
81,52.00
82,58.00
83,40.00
84,62.00
85,56.00
86,44.00
87,48.00
88,54.00
89,54.00
90,46.00
91,56.00
92,50.00
93,56.00
94,44.00
95,52.00
96,54.00
97,54.00
98,50.00
99,56.00
100,38.00
101,32.00
102,48.00
103,46.00
104,32.00
105,42.00
106,48.00
107,52.00
108,42.00
109,54.00
110,50.00
111,64.00
112,46.00
113,58.00
114,44.00
115,56.00
116,48.00
117,50.00
118,50.00
119,48.00
120,58.00
121,60.00
122,38.00
123,46.00
124,58.00
125,60.00
126,44.00
127,60.00
128,30.00
129,60.00
130,56.00
131,58.00
132,34.00
133,52.00
134,50.00
135,42.00
136,60.00
137,54.00
138,52.00
139,52.00
140,52.00
141,54.00
142,38.00
143,36.00
144,38.00
145,58.00
146,44.00
147,56.00
148,58.00
149,52.00
150,42.00
151,50.00
152,48.00
153,50.00
154,44.00
155,56.00
156,46.00
157,46.00
158,44.00
159,46.00
160,40.00
161,64.00
162,52.00
163,50.00
164,56.00
165,54.00
166,42.00
167,40.00
168,72.00
169,46.00
170,54.00
171,56.00
172,52.00
173,58.00
174,38.00
175,58.00
176,62.00
177,42.00
178,58.00
179,68.00
180,62.00
181,38.00
182,46.00
183,42.00
184,54.00
185,46.00
186,42.00
187,46.00
188,62.00
189,48.00
190,50.00
191,38.00
192,50.00
193,44.00
194,42.00
195,62.00
196,42.00
197,58.00
198,48.00
199,34.00
200,50.00
201,40.00
202,58.00
203,54.00
204,52.00
205,42.00
206,50.00
207,50.00
208,54.00
209,56.00
210,46.00
211,56.00
212,56.00
213,56.00
214,52.00
215,46.00
216,48.00
217,56.00
218,56.00
219,46.00
220,60.00
221,46.00
222,38.00
223,50.00
224,38.00
225,62.00
226,58.00
227,60.00
228,40.00
229,50.00
230,58.00
231,54.00
232,56.00
233,52.00
234,38.00
235,46.00
236,42.00
237,48.00
238,42.00
239,42.00
240,46.00
241,46.00
242,48.00
243,52.00
244,52.00
245,64.00
246,54.00
247,42.00
248,28.00
249,50.00
250,46.00
251,62.00
252,52.00
253,34.00
254,46.00
255,54.00
256,60.00
257,42.00
258,60.00
259,68.00
260,64.00
261,62.00
262,54.00
263,62.00
264,60.00
265,56.00
266,56.00
267,60.00
268,50.00
269,56.00
270,60.00
271,62.00
272,52.00
273,62.00
274,36.00
275,52.00
276,54.00
277,52.00
278,54.00
279,60.00
280,48.00
281,46.00
282,46.00
283,62.00
284,50.00
285,56.00
286,58.00
287,48.00
288,36.00
289,54.00
290,42.00
291,50.00
292,56.00
293,52.00
294,50.00
295,52.00
296,40.00
297,46.00
298,48.00
299,50.00
300,50.00
301,50.00
302,48.00
303,40.00
304,50.00
305,58.00
306,48.00
307,50.00
308,52.00
309,52.00
310,52.00
311,50.00
312,54.00
313,60.00
314,58.00
315,54.00
316,46.00
317,70.00
318,42.00
319,26.00
320,58.00
321,58.00
322,46.00
323,46.00
324,56.00
325,52.00
326,66.00
327,42.00
328,54.00
329,44.00
330,56.00
331,52.00
332,48.00
333,52.00
334,58.00
335,54.00
336,40.00
337,50.00
338,62.00
339,52.00
340,48.00
341,54.00
342,50.00
343,62.00
344,44.00
345,50.00
346,34.00
347,42.00
348,58.00
349,54.00
350,62.00
351,36.00
352,58.00
353,56.00
354,62.00
355,54.00
356,40.00
357,46.00
358,54.00
359,46.00
360,64.00
361,58.00
362,50.00
363,40.00
364,52.00
365,40.00
366,42.00
367,54.00
368,56.00
369,54.00
370,50.00
371,44.00
372,62.00
373,50.00
374,42.00
375,50.00
376,50.00
377,50.00
378,48.00
379,52.00
380,54.00
381,44.00
382,36.00
383,44.00
384,62.00
385,48.00
386,50.00
387,46.00
388,52.00
389,50.00
390,50.00
391,60.00
392,50.00
393,44.00
394,52.00
395,58.00
396,46.00
397,46.00
398,60.00
399,52.00
400,50.00
401,50.00
402,38.00
403,42.00
404,44.00
405,54.00
406,56.00
407,58.00
408,42.00
409,36.00
410,54.00
411,60.00
412,46.00
413,40.00
414,58.00
415,58.00
416,50.00
417,46.00
418,56.00
419,36.00
420,42.00
421,48.00
422,46.00
